image;caption;opinion;knowledge_level;gender
Dragon_Boat_Festival;Many people holding oars in boats that look like dragons are racing on the water.;2;1;1
Wiz_Khalifa;African American man with black hair and tattoos on his face and neck is blowing out smoke he inhaled.;2;0;1
Lake_Hillier;Areal view of a beach with white sand and beautiful blue water.;2;0;1
Avril_Lavigne;Girl wearing black shirt with blonde hair is standing and singing into a microphone.;0;2;1
Empire_State_Building;A skyline photo of the Empire state building.;0;1;1
Tokyo_Tower;the tower lookin very nice that area was tokyo;2;1;0
James_Harden;the man collecting the many shoes;1;0;0
James_Harden;the man was sports collocating shoes;1;0;0
Helix_Bridge;the pride was very looking nice;2;1;0
Taj_Mahal;the most beautiful area in delhi for thjmahal;3;1;0
Helix_Bridge;the colour bridge over the water;2;1;0
Helix_Bridge;the color bridge over the road;2;1;0
Tokyo_Tower;the red tower over the  blinding;2;1;0
Tokyo_Tower;the red bridge over the building;2;1;0
Taj_Mahal;the thajmahal over the water;3;1;0
Itsukushima_Shrine;the wood cover the water;2;2;0
Taj_Mahal;the thajmahal was so beautiful;3;1;0
Itsukushima_Shrine;the over the water of wood;2;2;0
Itsukushima_Shrine;the wood is over the water;2;2;0
James_Harden;the man is collocate the more shoes;1;0;0
Itsukushima_Shrine;iscover the best places to visit in the country with our list of the top-rated tourist ... One of Japan's most visited cities, lovely Kyoto - one of the few cities;0;2;1
Helix_Bridge;The Gardens by the Bay is a nature park spanning 101 hectares in the Central Region of Singapore, adjacent to the Marina Reservoir. The park consists of three waterfront gardens;0;1;1
James_Harden;Unleash your style on and off the court with adidas James Harden basketball shoes & apparel. New Harden Vol 4 & classic Vol 3 colorways;0;1;1
Taj_Mahal;The Taj Mahal is an ivory-white marble mausoleum on the south bank of the Yamuna river in the Indian city of Agra.;0;2;1
James_Harden;Unleash your style on and off the court with adidas James Harden basketball shoes & apparel. New Harden Vol 4 & classic Vol 3 colorways;0;1;1
Helix_Bridge;The Gardens by the Bay is a nature park spanning 101 hectares in the Central Region of Singapore, adjacent to the Marina Reservoir. The park consists of three waterfront gardens;0;1;1
Tokyo_Tower;It is an English site of tokyo shibatofuya ukai.Situated next to Tokyo Tower, relive the culture of Edo at one of Tokyo's popular new venues. Enjoy the exquisite;0;2;1
Taj_Mahal;The Taj Mahal is an ivory-white marble mausoleum on the south bank of the Yamuna river in the Indian city of Agra.;0;2;1
Tokyo_Tower;It is an English site of tokyo shibatofuya ukai.Situated next to Tokyo Tower, relive the culture of Edo at one of Tokyo's popular new venues. Enjoy the exquisite;0;2;1
Helix_Bridge;The Gardens by the Bay is a nature park spanning 101 hectares in the Central Region of Singapore, adjacent to the Marina Reservoir. The park consists of three waterfront gardens;0;1;1
Taj_Mahal;The Taj Mahal is an ivory-white marble mausoleum on the south bank of the Yamuna river in the Indian city of Agra.;0;2;1
Itsukushima_Shrine;Discover the best places to visit in the country with our list of the top-rated tourist ... One of Japan's most visited cities, lovely Kyoto - one of the few cities;0;2;1
Tokyo_Tower;It is an English site of tokyo shibatofuya ukai.Situated next to Tokyo Tower, relive the culture of Edo at one of Tokyo's popular new venues. Enjoy the exquisite;0;2;1
Itsukushima_Shrine;Discover the best places to visit in the country with our list of the top-rated tourist ... One of Japan's most visited cities, lovely Kyoto - one of the few cities i;0;2;1
James_Harden;Unleash your style on and off the court with adidas James Harden basketball shoes & apparel. New Harden Vol 4 & classic Vol 3 colorways;0;1;1
Helix_Bridge;A colourfully lit modern bridge in the night above the water.;2;0;0
Helix_Bridge;A bridge with lights in the night.;2;0;0
James_Harden;A person with a lot of shoes.;2;0;0
Itsukushima_Shrine;An asian looking structure in the middle of a lake.;2;0;0
Itsukushima_Shrine;An asian style structure in the middle of a beautiful lake.;2;0;0
Taj_Mahal;The Taj Mahal, a monument in India.;2;1;0
Taj_Mahal;The Taj Mahal, a monument in India.;2;1;0
James_Harden;A person with a lot of shoes that look expensive.;2;0;0
Itsukushima_Shrine;A beautiful asian structure in the middle of a lake.;2;0;0
Helix_Bridge;A modern bridge lit colourfully the above the water.;2;0;0
Tokyo_Tower;An eiffel tower replica, might be a radio tower.;2;0;0
James_Harden;A person with a lot of shoes that look expensive.;2;0;0
Tokyo_Tower;A radio tower that looks like the eiffel tower in Paris.;2;0;0
Taj_Mahal;The Taj Mahal a beautiful Indian monument;2;1;0
Tokyo_Tower;A tower that looks a lot like the Eiffel tower in Paris.;2;0;0
James_Harden;a man is sitting while holding his sneakers;0;2;0
Helix_Bridge;a multi-color bridge over the water;0;2;0
Helix_Bridge;a multi-color bridge over the water;0;2;0
Taj_Mahal;A catholic church in Italy;0;2;0
Itsukushima_Shrine;a red cave over the water;0;2;0
Taj_Mahal;A beautiful church in Italy r;0;2;0
Tokyo_Tower;Eiffel tower in paris;0;1;0
James_Harden;A man sitting while holding his sneakers;0;2;0
Tokyo_Tower;Eiffel tower in paris;0;1;0
Helix_Bridge;A multi color bride over the water;0;2;0
James_Harden;A man sitting down while holding his sneakers;0;2;0
Itsukushima_Shrine;a mini porter over the water;0;2;0
Itsukushima_Shrine;a red mini porter over the water;0;2;0
Taj_Mahal;A catholic church with a brown color;0;2;0
Tokyo_Tower;this is Eiffel tower in paris;0;1;0
Helix_Bridge;the color bridge of side;1;1;0
Tokyo_Tower;the red bridge was  the road;2;1;0
Tokyo_Tower;the red bridge of the road side;2;1;0
James_Harden;a man collected the many shoes;1;2;0
Tokyo_Tower;the red bridge cover the road;2;1;0
Itsukushima_Shrine;the wooden cover the water;2;1;0
Helix_Bridge;the multi color bridge over the road;1;1;0
Helix_Bridge;the color bridge over the road side;1;1;0
Taj_Mahal;the tajmahal was beautiful;2;1;0
Taj_Mahal;the thajmahal over the water;2;1;0
James_Harden;the man was collected the shoes;1;2;0
Taj_Mahal;the tajmahal was very beautiful;2;1;0
Itsukushima_Shrine;the over water area in  wooden;2;1;0
Itsukushima_Shrine;the wooden over the area;2;1;0
James_Harden;tha man was collocated the many shoes;1;2;0
James_Harden;James harden shoes cpllection.;0;1;0
Tokyo_Tower;It is a Tokyo Shiba Toufuya Ukai.;1;2;0
Helix_Bridge;It is a Gardens by the bay in singapore.;0;1;0
Helix_Bridge;It is a Gardens by the bay in singapore.;0;1;0
Helix_Bridge;It is a Gardens by the bay in singapore.;0;1;0
Taj_Mahal;It is a Taj mahal in Agra.;0;2;0
James_Harden;James harden shoes collection.;0;1;0
Itsukushima_Shrine;It is one of the Japan's most popular place.;1;1;0
Taj_Mahal;It is Taj mahal in Agra.;0;2;0
James_Harden;James harden shoes collection.;0;1;0
Itsukushima_Shrine;It is one of the Japan's most popular place.;1;1;0
Taj_Mahal;It is Taj mahal in Agra.;0;2;0
Tokyo_Tower;It is Tokyo Shiba Toufuya Ukai.;1;2;0
Itsukushima_Shrine;It is one of the Japan's most popular place.;1;1;0
Tokyo_Tower;It is Tokyo Shiba Toufuya Ukai.;1;2;0
Uluru_Ayers_Rock;Many tourists gathered near and taking pictures of a far away geological formation;2;0;0
Leonardo_Dicaprio;Leonardo DiCaprio, famous actor, is giving his speech on receiving the Oscar, the most sought-after movie award. He is holding the statuette.;1;2;0
Li_Zi_Qi;A girl of asian ascendancy is sitting down, holding a knife to a bamboo, she appears to be either sharpening the knife or carving the bamboo. She is behind some flowers and some trees in the distance.;2;0;0
Uluru_Ayers_Rock;A gathering of tourists is seeing a geological formation, some are taking pictures.;2;0;0
Rihanna;Rihanna appears to be giving a speech. Her hands are open and she has a microphone on her head.;1;2;0
Leonardo_Dicaprio;Leonardo DiCaprio giving his speech on receiving the Oscar;1;2;0
Rihanna;Rihanna standing with open arms and hands, giving a speech;1;2;0
Leonardo_Dicaprio;Leonardo DiCaprio, famous actor, giving his speech on receiving the Oscar, the most sought-after movie award. He is holding the statuette.;1;2;0
Paul_Pogba;A man is crouching down on a soccer field. He appears to be a player.;2;0;0
Paul_Pogba;A man is crouching down on a soccer field. He appears to be a player;2;0;0
Rihanna;A woman is giving a speech, with a microphone on her head.;1;2;0
Li_Zi_Qi;A girl is sitting down, holding a knife to a bamboo, she appears to be either sharpening the knife or carving the bamboo. Behind her, some flowers and trees in the far distance.;2;0;0
Paul_Pogba;A man is crouching down on a soccer field, he appears to be a player.;2;0;0
Uluru_Ayers_Rock;A gathering of tourists near a geological formation, some are taking pictures;2;0;0
Li_Zi_Qi;A girl sitting down, holding a knife to a bamboo. Some flowers in the background and trees in the far distance.;2;0;0
Rihanna;Rihanna, pop singer, delivering a presentation to an audience.;2;2;0
Uluru_Ayers_Rock;A crowd of people standing in front of a large rock formation.;2;0;0
Paul_Pogba;A soccer player crouching on a soccer field.;2;2;0
Paul_Pogba;A soccer player crouching on a soccer field.;2;2;0
Li_Zi_Qi;A woman cutting a bamboo stalk.;2;0;0
Rihanna;Rihanna delivering a presentation to an audience.;2;2;0
Paul_Pogba;A soccer player crouching on a soccer field.;2;2;0
Leonardo_Dicaprio;Leonardo DiCaprio accepting an Oscar.;0;2;0
Leonardo_Dicaprio;Leonardo DiCaprio accepting an Oscar.;0;2;0
Li_Zi_Qi;A woman cutting a bamboo stalk.;2;0;0
Uluru_Ayers_Rock;A crowd of people standing in front of a large, reddish rock formation.;2;0;0
Leonardo_Dicaprio;Leonardo DiCaprio accepting an Oscar.;0;2;0
Uluru_Ayers_Rock;A crowd of people standing in front of a reddish rock formation.;2;0;0
Rihanna;Rihanna delivering a presentation.;2;2;0
Li_Zi_Qi;A woman cutting a stalk of bamboo.;2;0;0
Li_Zi_Qi;She is trying to cut the bamboo.;2;0;0
Li_Zi_Qi;She is cutting the bamboo by sitting near the garden in the fresh air.;2;0;0
Rihanna;She is an makeup artist.Explaining about the make-up use.;1;1;0
Rihanna;She is standing infront of the make up kits.;1;1;0
Uluru_Ayers_Rock;Some people are taking selfies of the beautiful hill scenario.;2;0;0
Rihanna;She is an famous make up artist where she is explaining about the make-up like giving tips to the audience.;1;1;0
Leonardo_Dicaprio;He is an Famous actor in Hollywood where he has achieved an award of the best actor award.So giving thanks speech after receiving an award.;0;2;0
Leonardo_Dicaprio;He is giving thanks to each and every member present in the award function as he has achieved an award as best actor in hollywood.;0;2;0
Leonardo_Dicaprio;Achieved an award for best acting.;0;2;0
Uluru_Ayers_Rock;Group of tourists at a tourist spot;2;0;0
Paul_Pogba;Paul Pogba, one of the best football players in the world. He is sitting on the ground during a training session.;1;2;0
Uluru_Ayers_Rock;Group of tourists at a tourist location;2;0;0
Paul_Pogba;Paul Pogba, one of the best football player in the world, sitting on the ground during a match.;1;2;0
Paul_Pogba;Paul Pogba, one of the best football player in the world, sitting on the ground during a match.;1;2;0
Li_Zi_Qi;A beautiful women preparing a flower design;2;0;0
Rihanna;A women showing fashion products.;2;0;0
Rihanna;A women showing fashion products.;2;0;0
Uluru_Ayers_Rock;A crowd of people in the tourist spot.;2;0;0
Paul_Pogba;A man sitting on the line.;2;0;0
Paul_Pogba;A man sitting in front of the line in position.;2;0;0
Leonardo_Dicaprio;A man holding an award.;2;0;0
Uluru_Ayers_Rock;Crowd of people gathered in the tourist spot.;2;0;0
Li_Zi_Qi;A women cutting bamboo.;2;0;0
Rihanna;A women explaining fashion products.;2;0;0
Leonardo_Dicaprio;A man holding an award.;2;0;0
Li_Zi_Qi;A women cutting bamboo.;2;0;0
Uluru_Ayers_Rock;Crowd of people in the tourist spot.;2;0;0
Paul_Pogba;A man sitting in position in front of the line;2;0;0
Li_Zi_Qi;A women cutting bamboo with the knife;2;0;0
Leonardo_Dicaprio;A man holding award for his winning.;2;0;0
Rihanna;A girl giving speech in the meeting;0;1;0
Paul_Pogba;A boy wearing black shoe;0;1;0
Paul_Pogba;A boy sitting in the grass;0;1;0
Li_Zi_Qi;A girl sitting in the lane;0;1;0
Li_Zi_Qi;A girl wearing black shirt;0;1;0
Li_Zi_Qi;A girl cutting the tree;0;1;0
Uluru_Ayers_Rock;A red mountain in the tourist place;3;2;0
Rihanna;A girl wearing golden  coat;0;1;0
Paul_Pogba;A boy sitting in the grass;0;1;0
Leonardo_Dicaprio;A man holding award in her right hand;0;1;0
Rihanna;A girl wearing a goldern coat;0;1;0
Leonardo_Dicaprio;a man holding award in her right hand;0;1;0
Uluru_Ayers_Rock;A red mountain in the tourist place;3;2;0
Leonardo_Dicaprio;A man hloding award in the hand;0;1;0
Uluru_Ayers_Rock;Uluṟu-Kata Tjuṯa National Park is a protected area in the Northern Territory of Australia;3;2;0
Li_Zi_Qi;A woman is in a garden, trying to process a bamboo stick;2;0;0
Rihanna;Rihanna is an Artist from Barbados, She is giving a speech;1;2;0
Rihanna;Rihanna, A female artist giving a speech;1;2;0
Li_Zi_Qi;A white woman in a garden with so many plants using a farming tool on the bamboo stick;2;0;0
Leonardo_Dicaprio;Leonardo Dicaprio holding his Oscar award;1;2;0
Leonardo_Dicaprio;Leonardo Dicaprio giving a speech after winning oscar award;1;2;0
Paul_Pogba;Paul Pogba, A french Footballer on the football field.;2;2;0
Uluru_Ayers_Rock;A tourist center with rock;2;0;0
Paul_Pogba;Paul Pogba, A french Footballer on the football field. He plays for Manchester United;2;2;0
Uluru_Ayers_Rock;Tourist attraction with a brown large rock;2;0;0
Paul_Pogba;Paul Pogba, A french Footballer on the football field, one-time world cup winner and Manchester united player;2;2;0
Li_Zi_Qi;A woman in a garden working on a bamboo stickwith her farm tool;2;0;0
Leonardo_Dicaprio;Leo Dicaprio giving a speech after winning oscar award;1;2;0
Rihanna;Rihanna, A female artist giving a speech;1;2;0
Uluru_Ayers_Rock;A national park with a lot of tourist gathering around it;2;0;0
Pablo_Picasso;Balding, older man laughing while sitting cross-legged in a rocking chair.;2;0;1
Rowan_Atkinson;Rowen Atkinson, while in character, is messily putting on red lipstick while looking out of the corner of his eyes.;1;2;1
Pablo_Picasso;Silly, old dude with only his drawers on is sitting cross-legged in a rocking chair.;2;0;1
The_White_House;A large crowd, some with flags, have gathered before a large, white architecturally-ornate building on a cloudless day.;1;2;1
